MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
720;O;43P;Partial Shipments;11x;720#43P
720;O;43T;Transhipment;11x;720#43T
720;O;44A;Place of Taking in Charge/Dispatch from .../Place of Receipt;65x;720#44A
720;O;44B;Place of Final Destination/For Transportation to .../Place of Delivery;65x;720#44B
720;O;44C;Latest Date of Shipment;6!n;720#44C
720;O;44D;Shipment Period;6*65x;720#44D
720;O;44E;Port of Loading/Airport of Departure;65x;720#44E
720;O;44F;Port of Discharge/Airport of Destination;65x;720#44F
720;O;45A;Description of Goods and/or Services;100*65z;720#45A
720;O;46A;Documents Required;100*65z;720#46A
720;O;47A;Additional Conditions;100*65z;720#47A
720;O;48;Period for Presentation in Days;3n[/35x];720#48
720;M;49;Confirmation Instructions;7!x;720#49
720;O;49G;Special Payment Conditions for Beneficiary;100*65z;720#49G
720;O;49H;Special Payment Conditions for Receiving Bank;100*65z;720#49H
720;M;50;First Beneficiary;4*35x;720#50
720;O;50B;Non-Bank Issuer of the Original Documentary Credit;4*35x;720#50B
720;O;52A;Issuing Bank of the Original Documentary Credit;A or D;720#52A
720;O;52D;Issuing Bank of the Original Documentary Credit;A or D;720#52D
720;O;57A;'Advise Through' Bank;A, B, or D;720#57A
720;O;57B;'Advise Through' Bank;A, B, or D;720#57B
720;O;57D;'Advise Through' Bank;A, B, or D;720#57D
720;O;58A;Requested Confirmation Party;A or D;720#58A
720;O;58D;Requested Confirmation Party;A or D;720#58D
720;M;59;Second Beneficiary;[/34x]<crlf>4*35x;720#59
720;O;71D;Charges;6*35z;720#71D
720;O;72Z;Sender to Receiver Information;6*35z;720#72Z
720;O;78;Instructions to the Paying/Accepting/Negotiating Bank;12*65x;720#78
721;M;20;Transferring Bank's Reference;16x;721#20
721;M;21;Documentary Credit Number;16x;721#21
721;M;27;Sequence of Total;1!n/1!n;721#27
721;O;45A;Description of Goods and/or Services;100*65z;721#45A
721;O;46A;Documents Required;100*65z;721#46A
721;O;47A;Additional Conditions;100*65z;721#47A
721;O;49G;Special Payment Conditions for Beneficiary;100*65z;721#49G
721;O;49H;Special Payment Conditions for Receiving Bank;100*65z;721#49H
730;M;20;Sender's Reference;16x;730#20
730;M;21;Receiver's Reference;16x;730#21
730;O;25;Account Identification;35x;730#25
730;M;30;Date of Message Being Acknowledged;6!n;730#30
730;O;32A;Amount of Charges;B or D;730#32A
730;O;32B;Amount of Charges;B or D;730#32B
730;O;32D;Amount of Charges;B or D;730#32D
730;O;57A;Account With Bank;A or D;730#57A
730;O;57D;Account With Bank;A or D;730#57D
730;O;71D;Charges;6*35z;730#71D
730;O;72Z;Sender to Receiver Information;6*35z;730#72Z
730;O;79Z;Narrative;35*50z;730#79Z
732;M;20;Sender's TRN;16x;732#20
732;M;21;Presenting Bank's Reference;16x;732#21
732;M;30;Date of Advice of Payment/Acceptance/Negotiation;6!n;732#30
732;M;32B;Amount of Utilisation;3!a15d;732#32B
732;O;72Z;Sender to Receiver Information;6*35z;732#72Z
734;M;77J;Discrepancies;70*50z;734#77J
740;M;20;Documentary Credit Number;16x;740#20
740;O;25;Account Identification;35x;740#25
740;O;31D;Date and Place of Expiry;6!n29x;740#31D
740;M;32B;Credit Amount;3!a15d;740#32B
740;O;39A;Percentage Credit Amount Tolerance;2n/2n;740#39A
740;O;39C;Additional Amounts Covered;4*35x;740#39C
740;M;40F;Applicable Rules;30x;740#40F
740;M;41A;Available With ... By ...;A or D;740#41A
740;M;41D;Available With ... By ...;A or D;740#41D
740;O;42A;Drawee;A or D;740#42A
740;O;42C;Drafts at ...;3*35x;740#42C
740;O;42D;Drawee;A or D;740#42D
740;O;42M;Mixed Payment Details;4*35x;740#42M
740;O;42P;Negotiation/Deferred Payment Details;4*35x;740#42P
740;O;58A;Negotiating Bank;A or D;740#58A
740;O;58D;Negotiating Bank;A or D;740#58D
740;O;59;Beneficiary;[/34x]<crlf>4*35x;740#59
740;O;71A;Reimbursing Bank's Charges;3!a;740#71A
740;O;71D;Other Charges;6*35z;740#71D
740;O;72Z;Sender to Receiver Information;6*35z;740#72Z
742;M;20;Claiming Bank's Reference;16x;742#20
742;M;21;Documentary Credit Number;16x;742#21
742;O;31C;Date of Issue;6!n;742#31C
742;M;32B;Principal Amount Claimed;3!a15d;742#32B
742;O;33B;Additional Amount Claimed as Allowed for in Excess of Principal Amount;3!a15d;742#33B
742;M;34A;Total Amount Claimed;A or B;742#34A
742;M;34B;Total Amount Claimed;A or B;742#34B
742;M;52A;Issuing Bank;A or D;742#52A
742;M;52D;Issuing Bank;A or D;742#52D
742;O;57A;Account With Bank;A, B, or D;742#57A
742;O;57B;Account With Bank;A, B, or D;742#57B
742;O;57D;Account With Bank;A, B, or D;742#57D
742;O;58A;Beneficiary Bank;A or D;742#58A
742;O;58D;Beneficiary Bank;A or D;742#58D
742;O;71D;Charges;6*35z;742#71D
742;O;72Z;Sender to Receiver Information;6*35z;742#72Z
744;M;20;Sender's Reference;16x;744#20
744;M;21;Claiming Bank's Reference;16x;744#21
744;M;21A;Documentary Credit Number;16x;744#21A
744;O;31C;Date of Issue;6!n;744#31C
744;M;34A;Total Amount Claimed;A or B;744#34A
744;M;34B;Total Amount Claimed;A or B;744#34B
744;M;52A;Issuing Bank;A or D;744#52A
744;M;52D;Issuing Bank;A or D;744#52D
744;O;71D;Reimbursing Bank's Charges;6*35z;744#71D
744;O;72Z;Sender to Receiver Information;6*35z;744#72Z
744;M;73R;Reason for Non-Payment;4!c[/35x];744#73R
744;M;73S;Disposal of Reimbursement Claim;4!c[/35x];744#73S
747;M;20;Documentary Credit Number;16x;747#20
747;O;21;Reimbursing Bank's Reference;16x;747#21
747;M;30;Date of the Original Authorisation to Reimburse;6!n;747#30
747;O;31E;New Date of Expiry;6!n;747#31E
747;O;32B;Increase of Documentary Credit Amount;3!a15d;747#32B
747;O;33B;Decrease of Documentary Credit Amount;3!a15d;747#33B
747;O;34B;New Documentary Credit Amount After Amendment;3!a15d;747#34B
747;O;39A;Percentage Credit Amount Tolerance;2n/2n;747#39A
747;O;39C;Additional Amounts Covered;4*35x;747#39C
747;O;72Z;Sender to Receiver Information;6*35z;747#72Z
747;O;77;Narrative;20*35z;747#77
750;M;20;Sender's Reference;16x;750#20
750;M;21;Related Reference;16x;750#21
750;M;32B;Principal Amount;3!a15d;750#32B
750;O;33B;Additional Amount;3!a15d;750#33B
750;O;34B;Total Amount to be Paid;3!a15d;750#34B
750;O;57A;Account With Bank;A, B, or D;750#57A
750;O;57B;Account With Bank;A, B, or D;750#57B
750;O;57D;Account With Bank;A, B, or D;750#57D
750;O;71D;Charges to be Deducted;6*35z;750#71D
750;O;72Z;Sender to Receiver Information;6*35z;750#72Z
750;O;73A;Charges to be Added;6*35z;750#73A
750;M;77J;Discrepancies;70*50z;750#77J
752;M;20;Documentary Credit Number;16x;752#20
752;M;21;Presenting Bank's Reference;16x;752#21
752;M;23;Further Identification;16x;752#23
752;M;30;Date of Advice of Discrepancy or Mailing;6!n;752#30
752;O;32B;Total Amount Advised;3!a15d;752#32B
752;O;33A;Net Amount;A or B;752#33A
752;O;33B;Net Amount;A or B;752#33B
752;O;53A;Sender's Correspondent;A, B, or D;752#53A
752;O;53B;Sender's Correspondent;A, B, or D;752#53B
752;O;53D;Sender's Correspondent;A, B, or D;752#53D
752;O;54A;Receiver's Correspondent;A, B, or D;752#54A
752;O;54B;Receiver's Correspondent;A, B, or D;752#54B
752;O;54D;Receiver's Correspondent;A, B, or D;752#54D
752;O;71D;Charges Deducted;6*35z;752#71D
752;O;72Z;Sender to Receiver Information;6*35z;752#72Z
752;O;79Z;Narrative;35*50z;752#79Z
754;M;20;Sender's Reference;16x;754#20
754;M;21;Related Reference;16x;754#21
754;M;32A;Principal Amount Paid/Accepted/Negotiated;A or B;754#32A
754;M;32B;Principal Amount Paid/Accepted/Negotiated;A or B;754#32B
754;O;33B;Additional Amounts;3!a15d;754#33B
754;O;34A;Total Amount Claimed;A or B;754#34A
754;O;34B;Total Amount Claimed;A or B;754#34B
754;O;53A;Reimbursing Bank;A, B, or D;754#53A
754;O;53B;Reimbursing Bank;A, B, or D;754#53B
754;O;53D;Reimbursing Bank;A, B, or D;754#53D
754;O;57A;Account With Bank;A, B, or D;754#57A
754;O;57B;Account With Bank;A, B, or D;754#57B
754;O;57D;Account With Bank;A, B, or D;754#57D
754;O;58A;Beneficiary Bank;A or D;754#58A
754;O;58D;Beneficiary Bank;A or D;754#58D
754;O;71D;Charges Deducted;6*35z;754#71D
754;O;72Z;Sender to Receiver Information;6*35z;754#72Z
754;O;73A;Charges Added;6*35z;754#73A
754;O;77;Narrative;20*35z;754#77
756;M;20;Sender's Reference;16x;756#20
756;M;21;Presenting Bank's Reference;16x;756#21
756;M;32B;Total Amount Claimed;3!a15d;756#32B
756;M;33A;Amount Reimbursed or Paid;6!n3!a15d;756#33A
756;O;53A;Sender's Correspondent;A, B, or D;756#53A
756;O;53B;Sender's Correspondent;A, B, or D;756#53B
756;O;53D;Sender's Correspondent;A, B, or D;756#53D
756;O;54A;Receiver's Correspondent;A, B, or D;756#54A
756;O;54B;Receiver's Correspondent;A, B, or D;756#54B
756;O;54D;Receiver's Correspondent;A, B, or D;756#54D
756;O;72Z;Sender to Receiver Information;6*35z;756#72Z
756;O;79Z;Narrative;35*50z;756#79Z
759;M;20;Transaction Reference Number;16x;759#20
759;O;21;Related Reference Number;16x;759#21
759;M;22D;Form of Undertaking;4!c;759#22D
759;O;23;Undertaking Number;16x;759#23
759;M;23H;Function of Message;8!c;759#23H
759;O;23X;File Identification;4!c/65x;759#23X
759;M;27;Sequence of Total;1!n/1!n;759#27
759;M;45D;Narrative;150*65z;759#45D
759;O;52A;Issuer;A or D;759#52A
759;O;52D;Issuer;A or D;759#52D
760;M;20;Transaction Reference Number;16x;760#20
760;M;23;Further Identification;16x;760#23
760;M;27;Sequence of Total;1!n/1!n;760#27
760;O;30;Date;6!n;760#30
760;M;40C;Applicable Rules;4!a[/35x];760#40C
760;O;72;Sender to Receiver Information;6*35x;760#72
760;M;77C;Details of Guarantee;150*65x;760#77C
767;M;20;Transaction Reference Number;16x;767#20
767;M;21;Related Reference;16x;767#21
767;M;23;Further Identification;16x;767#23
767;O;26E;Number of Amendment;3n;767#26E
767;M;27;Sequence of Total;1!n/1!n;767#27
767;O;30;Date;6!n;767#30
767;M;31C;Date of Issue or Request to Issue;6!n;767#31C
767;O;72;Sender to Receiver Information;6*35x;767#72
767;M;77C;Amendment Details;150*65x;767#77C
768;M;20;Transaction Reference Number;16x;768#20
768;M;21;Related Reference;16x;768#21
768;O;25;Account Identification;35x;768#25
768;M;30;Date of Message Being Acknowledged;6!n;768#30
768;O;32A;Amount of Charges;B or D;768#32A
768;O;32B;Amount of Charges;B or D;768#32B
768;O;32D;Amount of Charges;B or D;768#32D
768;O;57A;Account With Bank;A, B, or D;768#57A
768;O;57B;Account With Bank;A, B, or D;768#57B
768;O;57D;Account With Bank;A, B, or D;768#57D
768;O;71B;Details of Charges;6*35x;768#71B
768;O;72;Sender to Receiver Information;6*35x;768#72
769;M;20;Transaction Reference Number;16x;769#20
769;M;21;Related Reference;16x;769#21
769;O;25;Account Identification;35x;769#25
769;O;30;Date of Reduction or Release;6!n;769#30
769;O;32A;Amount of Charges;B or D;769#32A
769;O;32B;Amount of Charges;B or D;769#32B
769;O;32D;Amount of Charges;B or D;769#32D
769;O;33B;Amount Reduced or Released;3!a15d;769#33B
769;O;34B;Amount Outstanding;3!a15d;769#34B
769;O;39C;Amount Specification;4*35x;769#39C
769;O;57A;Account With Bank;A, B, or D;769#57A
769;O;57B;Account With Bank;A, B, or D;769#57B
769;O;57D;Account With Bank;A, B, or D;769#57D
769;O;71B;Details of Charges;6*35x;769#71B
769;O;72;Sender to Receiver Information;6*35x;769#72
790;M;20;Transaction Reference Number;16x;790#20
790;M;21;Related Reference;16x;790#21
790;M;25;Account Identification;35x;790#25
790;M;32A;Value Date, Currency Code, Amount;C or D;790#32A
790;M;32C;Value Date, Currency Code, Amount;C or D;790#32C
790;M;32D;Value Date, Currency Code, Amount;C or D;790#32D
790;O;52A;Ordering Institution;A or D;790#52A
790;O;52D;Ordering Institution;A or D;790#52D
790;M;71B;Details of Charges;6*35x;790#71B
790;O;72;Sender to Receiver Information;6*35x;790#72
791;M;20;Transaction Reference Number;16x;791#20
791;M;21;Related Reference;16x;791#21
791;M;32B;Currency Code, Amount;3!a15d;791#32B
791;O;52A;Ordering Institution;A or D;791#52A
791;O;52D;Ordering Institution;A or D;791#52D
791;O;57A;Account With Institution;A, B, or D;791#57A
791;O;57B;Account With Institution;A, B, or D;791#57B
791;O;57D;Account With Institution;A, B, or D;791#57D
791;M;71B;Details of Charges;6*35x;791#71B
791;O;72;Sender to Receiver Information;6*35x;791#72
792;M;11S;MT and Date of the Original Message;3!n<crlf>6!n<crlf>[4!n6!n];792#11S
792;M;20;Transaction Reference Number;16x;792#20
792;M;21;Related Reference;16x;792#21
792;O;79;Narrative Description of the Original Message;35*50x;792#79
795;O;11A;MT and Date of the Original Message;R or S;795#11A
795;O;11R;MT and Date of the Original Message;R or S;795#11R
795;O;11S;MT and Date of the Original Message;R or S;795#11S
795;M;20;Transaction Reference Number;16x;795#20
795;M;21;Related Reference;16x;795#21
795;M;75;Queries;6*35x;795#75
795;O;77A;Narrative;20*35x;795#77A
795;O;79;Narrative Description of the Message to Which the Query Relates;35*50x;795#79
796;O;11A;MT and Date of the Original Message;R or S;796#11A
796;O;11R;MT and Date of the Original Message;R or S;796#11R
796;O;11S;MT and Date of the Original Message;R or S;796#11S
796;M;20;Transaction Reference Number;16x;796#20
796;M;21;Related Reference;16x;796#21
796;M;76;Answers;6*35x;796#76
796;O;77A;Narrative;20*35x;796#77A
796;O;79;Narrative Description of the Original Message to Which the Answer Relates;35*50x;796#79
798;M;12;Sub-Message Type;3!n;798#12
798;M;20;Transaction Reference Number;16x;798#20
798;M;77E;Proprietary Message;73z<crlf>[n*78z];798#77E
799;M;20;Transaction Reference Number;16x;799#20
799;O;21;Related Reference;16x;799#21
799;M;79;Narrative;35*50x;799#79
801;M;16A;Selling Agent's No. of PAs;5n;801#16A
801;M;20;Transaction Reference Number;16x;801#20
801;M;23;Purchase Agreement ID;16x;801#23
801;M;26A;Serial Numbers;16x[/4!x];801#26A
801;M;28;Settlement No./Page No.;5n[/2n];801#28
801;O;30;Sales Date;6!n;801#30
801;M;33B;Face Amount;3!a15d;801#33B
801;M;34B;Selling Agent Amount;3!a15d;801#34B
801;M;51A;Selling Agent;A or C;801#51A
801;M;51C;Selling Agent;A or C;801#51C
801;O;73;Additional Amounts;6*35x;801#73
802;M;20;Transaction Reference Number;16x;802#20
802;M;28;Settlement No./Page No.;5n[/2n];802#28
802;M;32A;Settlement Amount;6!n3!a15d;802#32A
802;O;52A;Remitting Agent;A or D;802#52A
802;O;52D;Remitting Agent;A or D;802#52D
802;O;53A;Sender's Correspondent;A, B, or D;802#53A
802;O;53B;Sender's Correspondent;A, B, or D;802#53B
802;O;53D;Sender's Correspondent;A, B, or D;802#53D
802;O;54A;Receiver's Correspondent;A, B, or D;802#54A
802;O;54B;Receiver's Correspondent;A, B, or D;802#54B
802;O;54D;Receiver's Correspondent;A, B, or D;802#54D
802;O;72;Sender to Receiver Information;6*35x;802#72
890;M;20;Transaction Reference Number;16x;890#20
890;M;21;Related Reference;16x;890#21
890;M;25;Account Identification;35x;890#25
890;M;32A;Value Date, Currency Code, Amount;C or D;890#32A
890;M;32C;Value Date, Currency Code, Amount;C or D;890#32C
890;M;32D;Value Date, Currency Code, Amount;C or D;890#32D
890;O;52A;Ordering Institution;A or D;890#52A
890;O;52D;Ordering Institution;A or D;890#52D
890;M;71B;Details of Charges;6*35x;890#71B
890;O;72;Sender to Receiver Information;6*35x;890#72
891;M;20;Transaction Reference Number;16x;891#20
891;M;21;Related Reference;16x;891#21
891;M;32B;Currency Code, Amount;3!a15d;891#32B
891;O;52A;Ordering Institution;A or D;891#52A
891;O;52D;Ordering Institution;A or D;891#52D
891;O;57A;Account With Institution;A, B, or D;891#57A
891;O;57B;Account With Institution;A, B, or D;891#57B
891;O;57D;Account With Institution;A, B, or D;891#57D
891;M;71B;Details of Charges;6*35x;891#71B
891;O;72;Sender to Receiver Information;6*35x;891#72
892;M;11S;MT and Date of the Original Message;3!n<crlf>6!n<crlf>[4!n6!n];892#11S
892;M;20;Transaction Reference Number;16x;892#20
892;M;21;Related Reference;16x;892#21
892;O;79;Narrative Description of the Original Message;35*50x;892#79
895;O;11A;MT and Date of the Original Message;R or S;895#11A
895;O;11R;MT and Date of the Original Message;R or S;895#11R
895;O;11S;MT and Date of the Original Message;R or S;895#11S
895;M;20;Transaction Reference Number;16x;895#20
895;M;21;Related Reference;16x;895#21
895;M;75;Queries;6*35x;895#75
895;O;77A;Narrative;20*35x;895#77A
895;O;79;Narrative Description of the Message to Which the Query Relates;35*50x;895#79
896;O;11A;MT and Date of the Original Message;R or S;896#11A
896;O;11R;MT and Date of the Original Message;R or S;896#11R
896;O;11S;MT and Date of the Original Message;R or S;896#11S
896;M;20;Transaction Reference Number;16x;896#20
896;M;21;Related Reference;16x;896#21
896;M;76;Answers;6*35x;896#76
896;O;77A;Narrative;20*35x;896#77A
896;O;79;Narrative Description of the Original Message to Which the Answer Relates;35*50x;896#79
898;M;12;Sub-Message Type;3!n;898#12
898;M;20;Transaction Reference Number;16x;898#20
898;M;77E;Proprietary Message;73z<crlf>[n*78z];898#77E
899;M;20;Transaction Reference Number;16x;899#20
899;O;21;Related Reference;16x;899#21
899;M;79;Narrative;35*50x;899#79
900;O;13D;Date/Time Indication;6!n4!n1!x4!n;900#13D
900;M;20;Transaction Reference Number;16x;900#20
900;M;21;Related Reference;16x;900#21
900;M;25;Account Identification;No letter option or P;900#25
900;M;25A;Account Identification;No letter option or P;900#25A
900;M;25P;Account Identification;No letter option or P;900#25P
900;M;32A;Value Date, Currency Code, Amount;6!n3!a15d;900#32A
900;O;52A;Ordering Institution;A or D;900#52A
900;O;52D;Ordering Institution;A or D;900#52D
900;O;72;Sender to Receiver Information;6*35x;900#72
910;O;13D;Date/Time Indication;6!n4!n1!x4!n;910#13D
910;M;20;Transaction Reference Number;16x;910#20
910;M;21;Related Reference;16x;910#21
910;M;25;Account Identification;No letter option or P;910#25
910;M;25A;Account Identification;No letter option or P;910#25A
910;M;25P;Account Identification;No letter option or P;910#25P
910;M;32A;Value Date, Currency Code, Amount;6!n3!a15d;910#32A
910;O;50A;Ordering Customer;A, F, or K;910#50A
910;O;50F;Ordering Customer;A, F, or K;910#50F
910;O;50K;Ordering Customer;A, F, or K;910#50K
910;O;52A;Ordering Institution;A or D;910#52A
910;O;52D;Ordering Institution;A or D;910#52D
910;O;56A;Intermediary;A or D;910#56A
910;O;56D;Intermediary;A or D;910#56D
910;O;72;Sender to Receiver Information;6*35x;910#72
920;M;12;Message Requested;3!n;920#12
920;M;20;Transaction Reference Number;16x;920#20
920;M;25;Account Identification;35x;920#25
920;O;34F;Debit/(Debit and Credit) Floor Limit Indicator;3!a[1!a]15d;920#34F
935;M;20;Transaction Reference Number;16x;935#20
935;O;23;Further Identification;16x;935#23
935;O;25;Account Identification;35x;935#25
935;M;30;Effective Date of New Rate;6!n;935#30
935;M;37H;New Interest Rate;1!a[N]12d;935#37H
935;O;72;Sender to Receiver Information;6*35x;935#72
940;M;20;Transaction Reference Number;16x;940#20
940;O;21;Related Reference;16x;940#21
940;M;25;Account Identification;No letter option or P;940#25
940;M;25A;Account Identification;No letter option or P;940#25A
940;M;25P;Account Identification;No letter option or P;940#25P
940;M;28C;Statement Number/Sequence Number;5n[/5n];940#28C
940;M;60A;Opening Balance;F or M;940#60A
940;M;60F;Opening Balance;F or M;940#60F
940;M;60M;Opening Balance;F or M;940#60M
940;O;61;Statement Line;6!n[4!n]2a[1!a]15d1!a3!c16x[//16x]<crlf>[34x];940#61
940;M;62A;Closing Balance (Booked Funds);F or M;940#62A
940;M;62F;Closing Balance (Booked Funds);F or M;940#62F
940;M;62M;Closing Balance (Booked Funds);F or M;940#62M
940;O;64;Closing Available Balance (Available Funds);1!a6!n3!a15d;940#64
940;O;65;Forward Available Balance;1!a6!n3!a15d;940#65
940;O;86;Information to Account Owner;6*65x;940#86
941;O;13D;Date/Time Indication;6!n4!n1!x4!n;941#13D
941;M;20;Transaction Reference Number;16x;941#20
941;O;21;Related Reference;16x;941#21
941;M;25;Account Identification;No letter option or P;941#25
941;M;25A;Account Identification;No letter option or P;941#25A
941;M;25P;Account Identification;No letter option or P;941#25P
941;M;28;Statement Number/Sequence Number;5n[/2n];941#28
